ID RENABAP,Provincia,Municipio,Barrio,Localidad,Tipo de UE,Tipo de Proyecto,Nombre de Proyecto,Financiamiento,Estado,Monto Total,Acta de Inicio Real,% Avance físico
2871,Buenos Aires,Avellaneda,La Tierrita,Villa Domínico,OSC,POT,Conexiones Intradomiciliarias,FISU,En ejecución,"$93,306,922.79",28/4/2023,61.12%
3654,Entre Ríos,Rosario Del Tala,El Pueblito,Rosario del Tala,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y electricidad,FISU,En ejecución,"$422,123,094.81",5/12/2023,4.96%
264,Buenos Aires,Florencio Varela,La Carolina,Ingeniero Allan,OSC,POT,"Obras de red peatonal, arbolado público",FISU,En ejecución,"$94,907,525.37",27/10/2023,13.05%
1540,Buenos Aires,La Plata,Toba,San Carlos,OSC,POT,Conexiones e instalaciones intra lote de electricidad y red peatonal,FISU,En ejecución,"$116,140,739.30",14/5/2024,16.35%
1261,Buenos Aires,San Isidro,San Cayetano,Beccar,OSC,POT,Conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$91,529,306.53",8/8/2023,33.76%
4913,Buenos Aires,Bahía Blanca,Moresino,Bahía Blanca,OSC,POT,"Conexiones e instalaciones intra lote de electricidad, agua y cloaca, red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$145,941,776.32",10/8/2023,20.06%
5002/1293,Buenos Aires,Lomas de Zamora,Fiorito 2/Gabriel Miró,Villa Fiorito,OSC,PEG,Obras de Integración Socio Urbana,FISU,En ejecución,"$709,689,193.21",11/12/2023,26.12%
1147,Buenos Aires,General Rodríguez,Parque Granaderos,Fraternidad,OSC,POT,Conexiones e instalaciones de electricidad,FISU,En ejecución,"$279,746,630.24",18/7/2023,60.17%
1088,Buenos Aires,La Plata,La Victoria,Arturo Seguí,OSC,POT,Red peatonal,FISU,En ejecución,"$85,853,486.85",1/12/2023,25.68%
1566,Buenos Aires,Quilmes,El Fortín,Quilmes,OSC,POT,"Obras de conexiones e instalaciones intra Lote de electricidad, red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$290,811,439.36",26/6/2023,53.41%
3252/5422,Jujuy,San Salvador De Jujuy,Nueve de Julio/Veintiocho de mayo,"San Salvador De Jujuy
",OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad y red peatonal,FISU,En ejecución,"$196,111,703.52",6/10/2023,47.17%
4674,Jujuy,San Pedro,Nestor Kirchner,San Pedro De Jujuy,OSC,POT,"Obras de conexiones e instalaciones intra lote de
electricidad, red peatonal y arbolado público.",FISU,En ejecución,"$251,883,417.91",8/5/2023,80.24%
1923,Misiones,Posadas,Chacra 159,Posadas,OSC,POT,"Obras de conexiones e instalaciones intra
lote de electricidad, Red peatonal y arbolado público",FISU,Terminado,"$178,695,508.59",3/4/2023,100.00%
3067,Formosa,Formosa,El quebrachito,Formosa,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, Red peatonal y arbolado público",FISU,En ejecución,"$494,793,009.24",20/7/2023,71.60%
4762,Chaco,San Fernando,San Expedito,Resistencia,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y electricidad,FISU,En ejecución,"$78,584,841.85",30/10/2023,20.33%
1786,Santa Fe,Rosario,Los Pumitas,Rosario,OSC,POT,Obras de equipamiento comunitario y espacio recreativo,FISU,En ejecución,"$120,435,417.87",17/10/2023,33.04%
1796,Santa Fe,Rosario,Santa Rosa,Rosario,OSC,POT,Red Peatonal y Equipamiento Urbano,FISU,En ejecución,"$87,848,304.99",1/6/2023,69.19%
2986,Santa Fe,Santa Fe,Barrio Cabal,Santa Fe,OSC,POT,Centro Verde,FISU,En ejecución,"$1,825,541,782.53",31/7/2023,55.08%
2674,Entre Ríos,Paraná,Cuatro de Junio,Parana,OSC,POT,Conexiones Intradomiciliarias y Red peatonal,FISU,En ejecución,"$90,464,674.28",12/5/2023,12.14%
5694,Neuquén,Neuquén,Huiliches,Confluencia,OSC,POT,"Obras de conexiones e instalaciones intra lote a la red eléctrica, de agua",FISU,En ejecución,"$31,234,004.23",26/5/2023,20.10%
3482,Santiago del Estero,La Banda,Río Dulce,La Banda,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal y arbolado público",FISU,En ejecución,"$464,626,995.28",6/10/2023,67.24%
5290/1101,Buenos Aires,La Matanza,Barrio Veintiocho de Octubre/Barrio Gauchito Gil,Ciudad Evita,OSC,POT,POT B° Veintiocho de octubre - Gauchito Gil (ID 5290 - 1101) Relocalizaciones,FISU,En ejecución,"$379,720,049.98",7/12/2023,20.05%
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,LOTES,El Martillo - Equipamientos Etapa 3,FISU,En ejecución,"$415,780,878.29",20/10/2023,100.00%
1469,Buenos Aires,Lanús,Eva Perón,Lanús Oeste,OSC,POT,Equipamiento comunitario y refacción de polideportivo,FISU,En ejecución,"$681,637,970.81",23/10/2023,85.64%
673,Buenos Aires,San Nicolás,Provincianos,San Nicolás De Los Arroyos,OSC,POT,Equipamiento Comunitario,FISU,Terminado,"$252,347,711.31",26/9/2023,100.00%
1091,Buenos Aires,Quilmes,El Monte,Quilmes,OSC,POT,Equipamiento Socio Comunitario,FISU,En ejecución,"$256,024,641.61",27/9/2023,79.69%
,Buenos Aires,Olavarría,,Olavarría,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$1,987,350,035.95",26/12/2023,20.37%
4295,Buenos Aires,General Pueyrredón,BP San Jacinto,Mar Del Plata,OSC,POT,Casa Convivencial,FISU,En ejecución,"$1,009,619,712.91",19/10/2023,91.93%
,Buenos Aires,Florencio Varela,,Florencio Varela,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$1,938,911,970.37",9/2/2024,20.13%
2645,Río Negro,San Carlos De Bariloche,Sector de La Manzana 200,San Carlos De Bariloche,Coop. de servicios,POT,"Red eléctrica de media tensión, baja tensión y alumbrado público.",FISU,En ejecución,"$53,242,728.92",2/10/2023,95.62%
495,Buenos Aires,General Rodríguez,El Ombú,General Rodríguez,Municipio,POT,Obras de integración socio urbana,FISU,En ejecución,"$1,206,767,144.87",19/4/2024,20.02%
598 / 987,Buenos Aires,Luján,La Loma / San Fermín,Luján,OSC,POT,Obras de integracion socio Urbana,FISU,En ejecución,"$1,515,892,152.17",15/12/2023,12.05%
2795,Tucumán,San Miguel De Tucumán,El Salvador,San Miguel De Tucumán,OSC,POT,Construccion de Núcleo Húmedo,FISU,En ejecución,"$460,994,526.79",2/10/2023,31.46%
1001,Buenos Aires,Berisso,Villa Nueva,Berisso,Municipio,POT,Construcción de Equipamiento Comunitario,FISU,En ejecución,"$339,533,741.64",14/5/2024,6.09%
2412,Corrientes,Corrientes,Pirayui 1,Corrientes,OSC,POT,Casa Convivencial,FISU,En ejecución,"$72,968,109.41",3/11/2023,41.98%
498/354/1231,Buenos Aires,General Rodriguez/Mercedes/Marcos Paz,Villa Raffo/Facundo Quiroga/Torchiaro,Marcos Paz - General Rodriguez - Mercedes,OSC,POT,Centro Barrial,FISU,En ejecución,"$977,685,176.58",28/9/2023,100.00%
,Buenos Aires,Tandil,,Tandil,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$1,005,874,038.26",30/10/2023,37.43%
,Mendoza,Las Heras,,El Challao,OSC,LOTES,Playón y SUM deportivo en L° 4° B° Integral Coop. Urbanización y vivienda Barrio General San Martín,FISU,En ejecución,"$513,853,906.07",31/8/2023,49.81%
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,LOTES,Obras de Equipamiento Comunitario Etapa I,FISU,En ejecución,"$1,724,949,903.12",14/8/2023,21.17%
4692/1906/1801,Santa Fe,Rosario,Tio Rolo/Bella Vista/Tío Rolo,Rosario,Municipio,POT,Red de agua y mejoramiento vial,FISU,En ejecución,"$165,668,535.44",10/5/2023,100.00%
5887/5888,Santa Fe,Recreo,Comunidad Mocoit Com Caia/Comunidad Mocoit Com Caia,La Capital,Municipio,POT,Red de Agua y conexiones domiciliarias,FISU,En ejecución,"$222,087,431.72",21/12/2023,33.30%
740,Buenos Aires,Bahía Blanca,Saladero,Ingeniero White,OSC,POT,Obras de integracion socio urbana (etapa 2),FISU,En ejecución,"$265,092,259.71",11/6/2024,20.44%
4359/115/418,Buenos Aires,Azul,Villa Piazza Sur / San Martín de Porres / Villa Giamatolo,Azul,OSC,POT,"Instalaciones intradomiciliarias de agua y electricidad, veredas y Centro Barrial",FISU,En ejecución,"$502,832,105.95",6/12/2023,28.00%
5290/1101,Buenos Aires,La Matanza,Barrio Veintiocho de Octubre/Barrio Gauchito Gil,Ciudad Evita,Municipio,POT,POT B° Veintiocho de octubre - Gauchito Gil (ID 5290 - 1101) Infraestructura,FISU,En ejecución,"$1,524,703,806.89",20/5/2024,3.99%
1032,Buenos Aires,Moreno,La Porteña,Moreno,OSC,POT,Centro barrial y espacio público,FISU,En ejecución,"$248,770,997.74",31/7/2023,50.37%
5290/1101,Buenos Aires,La Matanza,Barrio Veintiocho de Octubre/Barrio Gauchito Gil,Ciudad Evita,OSC,POT,POT B° Veintiocho de octubre - Gauchito Gil (ID 5290 - 1101) Equipamiento comunitario,FISU,En ejecución,"$3,365,781,707.39",15/9/2023,60.03%
284/215/280/289,Buenos Aires,Zárate,"“Los Sauces”, “Ascarate”, “6 de Agosto”, “Agua y Energía”",Zarate,Coop. de servicios,POT,"Red Eléctrica, Alumbrado Público y Conexiones Domiciliarias",FISU,En ejecución,"$198,699,402.31",23/6/2023,45.73%
4277,Córdoba,Córdoba Capital,Parque Las Rosas,Córdoba Capital,OSC,POT,Red Peatonal,FISU,En ejecución,"$157,900,241.04",25/8/2023,60.87%
,San Juan,Ullum,,Ullum,OSC,LOTES,Adquisición de tierra privada,FISU,Pagado,"$3,467,424,068.71",,
,Buenos Aires,General Pueyrredón,,Mar del Plata,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$1,067,373,276.89",6/11/2023,29.61%
,Buenos Aires,Mercedes,,Mercedes,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 190 lotes con servicios,FISU,En ejecución,"$2,467,991,886.54",4/12/2023,20.37%
,Córdoba,Santa María,,Alta Gracia,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$2,023,301,379.88",2/1/2024,20.24%
,Buenos Aires,25 de Mayo,,25 de Mayo,OSC,LOTES,Adquisición de tierra privada,FISU,Pagado,"$1,684,729,329.14",,
2045,Misiones,Eldorado,Elena,Eldorado,OSC,POT,Centro Barrial,FISU,En ejecución,"$303,343,986.43",22/9/2023,45.31%
304,Buenos Aires,La Plata,Savoia,City Bell,OSC,POT,Construcción Plaza con Equipamiento Comunitario,FISU,En ejecución,"$39,358,539.10",6/12/2023,34.43%
1475,Buenos Aires,Pilar,El Manzanar,Villa Rosa,Municipio,POT,Obras de Integración Socio Urbana,FISU,Terminado,"$484,461,821.30",15/9/2023,100.00%
5994,Tucumán,Graneros,Colegiales,Graneros,Municipio,POT,Obras de Interación Socio Urbana,FISU,En ejecución,"$708,909,706.46",2/10/2023,7.33%
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,LOTES,El Martillo - Equipamientos Etapa 2,FISU,En ejecución,"$765,122,454.08",6/10/2023,100.00%
,Córdoba,Capital,,Capital,OSC,LOTES,Adquisición de tierra privada,FISU,Pagado,"$671,370,699.38",,
2749,Tucumán,San Miguel De Tucumán,Francisco 1,San Miguel De Tucumán,OSC,POT,Construccion de Núcleo Húmedo,FISU,En ejecución,"$523,667,865.57",2/10/2023,31.32%
,Córdoba,Tulumba,,Sebastian Elcano,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$848,306,779.05",27/10/2023,33.40%
2790,Tucumán,San Miguel De Tucumán,Eucaliptus,San Miguel De Tucumán,Provincia,POT,"Red de agua, Red cloacal y Conexiones domiciliarias.",FISU,En ejecución,"$180,438,522.12",10/4/2024,17.88%
4119/4120/4121,Tucumán,Tafí Viejo,"Divino Niño Jesús, Cortada de Matorel y Ampliación Meloni",Tafí Viejo,Municipio,POT,"Obras de Alumbrado Publico, Red de Distribución Eléctrica y Conexiones Intra - lote de Red
Eléctrica en Barrio Divino Niño Jesús, Cortada de Martorell y Ampliación Meloni – Localidad de Tafí Viejo, Municipio de Tafí Viejo.",FISU,En ejecución,"$88,153,329.01",19/5/2023,63.06%
,Entre Ríos,Paraná,,Paraná,OSC,LOTES,Adquisición de tierra privada,FISU,Pagado,"$3,208,464,723.85",,
966/5345,Buenos Aires,Luján,Lezica y B° Sin Nombre,Lezica y Torrezuri,OSC,POT,"Obras de conexiones e instalaciones intra lote electricas, red peatonal, arbolado publico y equipamiento urbano",FISU,En ejecución,"$232,683,107.22",5/5/2023,76.90%
2924,Buenos Aires,Quilmes,IAPI,Bernal Oeste,OSC,POT,Obras de Equipamiento comunitario,FISU,En ejecución,"$135,360,703.35",20/4/2023,100.00%
3527,Santiago del Estero,Santiago Del Estero,Barrio General Paz,Santiago Del Estero,OSC,POT,Centro Barrial (equipamiento comunitario),FISU,En ejecución,"$164,372,134.93",20/9/2023,66.36%
3194,Jujuy,San Salvador De Jujuy,Trece de Julio,San Salvador De Jujuy,OSC,POT,Centro Barrial,FISU,En ejecución,"$65,354,820.29",5/9/2023,86.94%
,Chaco,Resistencia,,Resistencia,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$2,562,463,501.15",27/10/2023,2.56%
,Santa Fe,Santa Fe,,Recreo,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 130 lotes con servicios,FISU,En ejecución,"$971,646,395.07",2/1/2024,14.45%
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,LOTES,"Tareas Preparatorias para Lotes con servicios en El Martillo, Mar del Plata.",FISU,En ejecución,"$48,871,506.04",24/4/2023,100.00%
4031,Santa Fe,Reconquista,Los Piletones,Reconquista,Municipio,PEG,Red peatonal - Red vial - Sistema pluvial - Red de agua - Red cloacal - Red eléctrica y alumbrado - Espacios productivos y viviendas,FISU,En ejecución,"$1,361,024,895.35",1/9/2023,8.62%
5290/1101,Buenos Aires,La Matanza,Barrio Veintiocho de Octubre/Barrio Gauchito Gil,Ciudad Evita,OSC,POT,POT B° Veintiocho de octubre - Gauchito Gil (ID 5290 - 1101) Estadio,FISU,En ejecución,"$2,607,793,019.90",18/9/2023,21.68%
5239,Corrientes,Monte Caseros,San Ramón Sur,Monte Caseros,OSC,PEG,Obras de Integración Socio Urbana.,FISU,En ejecución,"$3,299,969,638.66",4/4/2023,34.36%
1270,Buenos Aires,Quilmes,Santa Lucia,Quilmes Oeste,OSC,POT,Obras de conexiones e instalaciones intra lote de agua,FISU,Terminado,"$299,319,375.53",13/3/2023,100.00%
,Buenos Aires,San Vicente,,Domselaar,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 57 lotes con servicios,FISU,En ejecución,"$625,203,154.84",26/1/2024,11.21%
,Neuquén,San Martín de los Andes,,San Martín de los Andes,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 408 lotes con servicios,FISU,En ejecución,"$3,321,031,019.90",4/12/2023,13.87%
5861,San Luis,Merlo,El Pantanillo,Merlo,Municipio,POT,Obras de Integración Socio Urbana.,FISU,En ejecución,"$1,069,682,087.93",1/6/2024,7.62%
77,Buenos Aires,La Plata,Las Rosas,José Melchor Romero,Coop. de servicios,POT,Red cloacal y Conexiones Domiciliarias,FISU,En ejecución,"$956,760,316.19",21/8/2023,22.46%
4135,Tucumán,Aguilares,Ampliacón 11 de Marzo,Aguilares,Municipio,POT,Obras de Integracion Socio Urbana,FISU,En ejecución,"$1,444,552,695.30",11/4/2024,17.38%
4577/155/775,Buenos Aires,La Plata,Abasto Nuevo/516Bis y 220/Villa San Martín,Abasto,Coop. de servicios,POT,Red de agua y Red electrica,FISU,En ejecución,"$782,144,747.05",24/11/2023,20.05%
,Buenos Aires,Pergamino,,Pergamino,OSC,LOTES,Adquisición de tierra privada,FISU,Pagado,"$5,474,564,017.15",,
,Entre Ríos,Paraná,,Paraná,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 136 lotes con servicios,FISU,Pagado,"$2,374,430,087.69",,
,Buenos Aires,Presidente Perón,,Guernica,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 259 lotes con servicios,FISU,En ejecución,"$2,625,710,480.52",10/11/2023,27.91%
3105,Salta,Metán,Los Laureles,Metán,Municipio,POT,Red de agua potable e instalaciones intra domiciliarias,FISU,En ejecución,"$202,385,816.02",26/6/2023,41.64%
1506,Buenos Aires,Presidente Perón,San Roque,Guernica,Municipio,POT,Alumbrado Püblico,FISU,En ejecución,"$267,016,963.21",21/9/2023,100.00%
1182/1014,Buenos Aires,Lanús,Diez de Enero / Gaia,Lanús Oeste,OSC,POT,Obras de Equipamiento Productivo: Nuevo Centro Verde de Reciclado,FISU,En ejecución,"$1,439,890,332.58",8/5/2023,36.62%
,Santa Fe,Garay,,Helvecia,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 102 lotes con servicios,FISU,Pagado,"$1,783,958,211.50",,
3232,Jujuy,Dr. Manuel Belgrano,Mirador 2,San Salvador de Jujuy,OSC,POT,"Obras de instalaciones intra lote de agua, cloaca y electricidad.",FISU,En ejecución,"$244,958,636.95",17/7/2023,21.95%
,Tucumán,Lules,,Santa Bárbara,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 261 lotes con servicios,FISU,En ejecución,"$2,802,823,333.82",19/12/2023,12.49%
4023,Santa Fe,Reconquista,San Francisco de Asis,Reconquista,Municipio,POT,Nucleos Humedos,FISU,En ejecución,"$254,494,410.06",27/3/2023,60.06%
4024,Santa Fe,Reconquista,Barrio Nuevo,Reconquista,Municipio,POT,Equipamiento comunitario y Núcleos húmedos,FISU,En ejecución,"$214,420,780.16",9/3/2023,63.73%
4903,Tierra del Fuego,Tolhuin,Altos de la Montaña,Tolhuin,Municipio,POT,Plaza Integradora Barrio Altos de la Montaña,FISU,En ejecución,"$171,117,045.02",12/12/2023,29.22%
,La Rioja,Capital,,La Rioja,Provincia,LOTES,"Lotes con servicios, Red de agua – Red cloacal - Red vial - Sistema pluvial - Red eléctrica y alumbrado Red peatonal Arbolado público",FISU,En ejecución,"$1,579,392,089.93",24/10/2023,12.97%
,Buenos Aires,Pergamino,,Rene Favaloro,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 116 lotes con servicios,FISU,En ejecución,"$1,828,711,013.60",5/1/2024,20.11%
2440/2478,Neuquén,Neuquén,Valentina Norte Rural Sector Los Hornos/ Barrio Alma Fuerte 2,Neuquén,Coop. de servicios,POT,"Red de Baja tensión, alumbrado público y conexiones domiciliarias.",FISU,En ejecución,"$173,890,521.66",10/6/2023,60.18%
2278,Chaco,Resistencia,La Rubita,Resistencia,Provincia,POT,Desagues pluviales y red vial,FISU,En ejecución,"$1,498,830,254.73",20/5/2023,29.32%
2278,Chaco,Resistencia,La Rubita,Resistencia,Provincia,POT,"Red eléctrica, alumbrado publico y conexiones domiciliarias",FISU,En ejecución,"$874,580,172.42",10/4/2023,7.83%
551,Buenos Aires,Quilmes,San Ignacio,Bernal Oeste,OSC,POT,Obras de conexiones e instalaciones intra lote de agua,FISU,En ejecución,"$85,583,560.46",25/2/2023,100.00%
,Buenos Aires,La Plata,,Etcheverry,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 119 lotes con servicios,FISU,En ejecución,"$1,636,193,002.82",19/1/2024,21.16%
,Córdoba,Córdoba Capital,,Córdoba Capital,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para 207 lotes con servicios,FISU,En ejecución,"$1,516,040,982.52",31/8/2023,61.01%
1235,Buenos Aires,Escobar,Amancay,Maquinista Savio,OSC,POT,"Obras de Equipamiento urbano, Red peatonal y Arbolado publico",FISU,En ejecución,"$133,304,821.49",17/2/2023,67.58%
4254,Buenos Aires,General San Martín,Villa Hidalgo,José León Suarez,OSC,POT,Red de Cloaca con conexiones domiciliarias,FISU,En ejecución,"$149,827,980.33",27/2/2023,100.00%
5696,Neuquén,Senillosa,Loteo Social CH,Senillosa,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$121,953,629.78",1/2/2023,100.00%
875/876/1003/1017,Buenos Aires,General Pueyrredón,Parque Peña,Mar Del Plata,OSC,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$101,669,282.47",10/3/2023,78.91%
4073,Tucumán,Alderetes,Julio Abraham,Alderetes,Municipio,POT,Obras de integracion socio urbana,FISU,En ejecución,"$6,205,538,574.24",22/5/2023,27.23%
2295,Chaco,Resistencia,Ex Campo Zampa,Resistencia,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y Núcleos Húmedos (Etapa 3)- Barrio Ex Campo Zampa,FISU,En ejecución,"$181,681,849.01",7/2/2023,38.31%
,Mendoza,Guaymallén,,Guaymallén,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 104 lotes con servicios,FISU,En ejecución,"$1,293,612,876.72",26/12/2023,20.40%
,Mendoza,Maipú,,San Roque,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 165 lotes con servicios,FISU,En ejecución,"$2,506,821,870.15",22/1/2024,7.71%
3972,Santa Fe,Avellaneda,Barrio Ru,Avellaneda,Municipio,PEG,"Obras de integracion socio urbana, red peatonal y mobiliario urbano, red vial, sistema pluvial, red de agua, red cloacal, red electrica y alumbrado, obras de refuncionalizacion, vivienda nueva",FISU,En ejecución,"$1,002,214,158.24",2/5/2024,1.31%
,Catamarca,San Fernando Del Valle De Catamarca,,San Fernando Del Valle De Catamarca,Municipio,LOTES,Ejecución de 250 Lotes con Servicios,FISU,En ejecución,"$3,015,626,452.75",4/12/2023,42.66%
,Córdoba,Capital,,Córdoba Capital,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 121 lotes con servicios,FISU,En ejecución,"$1,576,643,419.49",18/8/2023,13.30%
,Buenos Aires,Bahía Blanca,,Bahía Blanca,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 154 lotes con servicios,FISU,Pagado,"$3,230,860,920.91",,
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,VIVIENDA,Viviendas en lotes con servicios: Fortunato de la Plaza,FISU,En ejecución,"$661,723,827.85",2/1/2023,60.71%
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,VIVIENDA,Viviendas en lotes con servicios: Fortunato de la Plaza,FISU,En ejecución,"$126,570,792.21",2/1/2023,43.94%
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,VIVIENDA,Viviendas en lotes con servicios: Fortunato de la Plaza,FISU,En ejecución,"$84,659,438.67",2/1/2023,57.02%
,Buenos Aires,Chivilcoy,,Chivilcoy,OSC,LOTES,Adquisición de tierra privada,FISU,En ejecución,"$1,129,716,126.91",6/12/2023,20.08%
3541,Chubut,Puerto Madryn,El Poligono,Puerto Madryn,Coop. de servicios,POT,"Red de Media y baja tensión, alumbrado público y conexiones domiciliarias",FISU,En ejecución,"$489,742,779.34",22/6/2023,23.99%
1201,Buenos Aires,Merlo,Villa Amelia,Libertad,Municipio,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$27,432,988.95",6/10/2023,22.44%
115/418,Buenos Aires,Azul,San Martín de Porres / Villa Giamatolo,Azul,Coop. de servicios,POT,Red eléctrica y alumbrado y Conexiones domiciliarias,FISU,Terminado,"$270,281,153.30",23/2/2023,100.00%
,Santiago del Estero,Santiago del Estero,,Maco,OSC,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,En ejecución,"$605,377,169.38",19/10/2023,24.66%
